player_id,date,time,slot,deposit_amount,withdraw_amount,games_played,loyalty_points
21,2023-10-18,08:03:46,S1,28688,20089,14,398.724
21,2023-10-18,14:08:00,S2,15923,8673,80,225.845
21,2023-10-19,09:23:29,S1,40405,8784,35,486.591
21,2023-10-19,23:16:38,S2,7967,27521,48,226.87499999999997
21,2023-10-20,11:28:52,S1,36638,6086,87,444.762
21,2023-10-20,12:25:00,S2,41024,16881,24,523.588
21,2023-10-21,04:07:15,S1,2924,31868,25,193.58
21,2023-10-21,15:42:38,S2,36877,2518,50,425.71899999999994
21,2023-10-22,06:39:48,S1,45321,24921,89,616.015
21,2023-10-22,14:47:15,S2,10690,28476,22,253.68
21,2023-10-23,00:51:31,S1,26887,29806,9,419.7
21,2023-10-23,12:05:19,S2,29565,14510,82,399.65500000000003
21,2023-10-24,07:46:25,S1,206,19056,50,107.34
21,2023-10-24,23:57:51,S2,49625,40846,10,711.259
21,2023-10-25,01:24:31,S1,14850,44319,77,385.495
21,2023-10-25,16:56:45,S2,47114,7556,68,562.078
21,2023-10-26,01:11:59,S1,5944,46795,100,313.41499999999996
21,2023-10-26,14:30:15,S2,23813,6932,72,304.071
21,2023-10-27,09:03:33,S1,19894,34496,95,390.41999999999996
21,2023-10-27,21:04:33,S2,9199,31161,21,251.995
21,2023-10-28,00:06:47,S1,46953,33793,48,661.255
21,2023-10-28,15:33:03,S2,12502,20910,44,238.37
21,2023-10-29,00:13:41,S1,4514,24505,100,187.66500000000002
21,2023-10-29,21:28:16,S2,28712,27299,28,430.62800000000004
21,2023-10-30,08:59:34,S1,48588,5580,25,561.788
21,2023-10-30,23:42:20,S2,14881,14805,28,228.511
21,2023-10-31,01:17:48,S1,16891,18775,13,265.385
21,2023-10-31,12:44:47,S2,662,27702,10,147.13
22,2023-10-01,02:20:56,S1,105,1664,96,28.570000000000004
22,2023-10-01,22:59:39,S2,5488,36406,92,255.31
22,2023-10-02,07:32:12,S1,37586,10534,87,472.982
22,2023-10-02,20:16:26,S2,2715,23128,73,157.39
22,2023-10-03,01:09:48,S1,42634,12269,3,518.6500000000001
22,2023-10-03,15:33:09,S2,32139,1826,75,375.83299999999997
22,2023-10-04,05:14:19,S1,1922,32304,1,180.94
22,2023-10-04,13:48:37,S2,46763,3085,8,528.3330000000001
22,2023-10-05,02:43:23,S1,6837,12275,61,141.945
22,2023-10-05,16:00:37,S2,40628,49891,57,667.135
22,2023-10-06,03:52:27,S1,35383,13951,94,463.817
22,2023-10-06,16:11:36,S2,28164,12416,92,377.86799999999994
22,2023-10-07,09:11:48,S1,32215,47821,22,565.6550000000001
22,2023-10-07,12:52:07,S2,44346,23110,90,598.246
22,2023-10-08,01:54:48,S1,16891,3664,51,210.65699999999998
22,2023-10-08,15:38:49,S2,23567,22623,24,354.52900000000005
22,2023-10-09,02:16:00,S1,14949,4718,43,191.911
22,2023-10-09,19:34:31,S2,2256,5043,60,59.775
22,2023-10-10,09:09:44,S1,40256,31608,57,580.648
22,2023-10-10,13:37:08,S2,10699,48701,46,359.695
22,2023-10-11,04:40:52,S1,2975,1104,56,48.34100000000001
22,2023-10-11,17:33:32,S2,1922,18516,88,129.4
22,2023-10-12,06:21:42,S1,27063,27557,71,422.61499999999995
22,2023-10-12,22:48:56,S2,35840,35331,75,550.5640000000001
22,2023-10-13,03:01:36,S1,1042,44129,83,247.665
22,2023-10-13,14:44:06,S2,31557,36535,92,516.645
22,2023-10-14,09:54:43,S1,8376,29876,75,248.14
22,2023-10-14,16:39:55,S2,36056,8579,79,446.73199999999997
22,2023-10-15,01:06:10,S1,34775,32846,64,526.709
22,2023-10-15,17:24:02,S2,19097,30151,70,355.725
22,2023-10-16,03:08:49,S1,49359,20089,50,633.3050000000001
22,2023-10-16,17:52:50,S2,29481,13605,18,382.31100000000004
22,2023-10-17,00:35:27,S1,21437,28645,34,364.39500000000004
22,2023-10-17,18:20:37,S2,18742,19008,90,300.46000000000004
22,2023-10-18,11:48:24,S1,23315,36724,61,428.96999999999997
22,2023-10-18,15:44:35,S2,21255,33323,19,382.96500000000003
22,2023-10-19,03:17:28,S1,27409,24939,1,401.45500000000004
22,2023-10-19,19:53:09,S2,41448,24477,36,561.0360000000001
22,2023-10-20,00:48:40,S1,41746,49930,74,681.91
22,2023-10-20,13:26:33,S2,49822,26274,29,658.938
22,2023-10-21,06:50:40,S1,29011,49411,27,542.5649999999999
22,2023-10-21,22:50:23,S2,4382,5609,54,82.665
22,2023-10-22,10:40:25,S1,47742,46551,13,713.966
22,2023-10-22,17:02:28,S2,19405,33294,56,371.71999999999997
22,2023-10-23,08:50:14,S1,47891,40250,80,703.801
22,2023-10-23,13:03:16,S2,32146,32027,28,487.314
22,2023-10-24,05:50:25,S1,8765,27996,84,244.43
22,2023-10-24,18:12:21,S2,11742,240,25,135.122
22,2023-10-25,01:48:34,S1,28153,17398,45,388.27500000000003
22,2023-10-25,23:14:38,S2,16908,21228,64,288.02000000000004
22,2023-10-26,02:20:50,S1,36379,30523,5,523.261
22,2023-10-26,15:05:00,S2,36510,47925,7,606.125
22,2023-10-27,11:23:50,S1,36307,24779,31,504.693
22,2023-10-27,21:59:37,S2,17361,36263,43,363.52500000000003
22,2023-10-28,10:42:48,S1,14298,44999,68,381.57500000000005
22,2023-10-28,12:12:40,S2,25897,3058,83,313.69900000000007
22,2023-10-29,01:01:39,S1,27888,7850,15,341.168
22,2023-10-29,17:25:00,S2,9741,22147,59,219.945
22,2023-10-30,03:18:10,S1,18266,5203,3,222.338
22,2023-10-30,18:59:28,S2,43047,38407,41,635.345
22,2023-10-31,04:37:08,S1,40781,36916,17,599.655
22,2023-10-31,21:56:31,S2,36982,34420,10,546.482
23,2023-10-01,10:59:19,S1,34142,2015,18,387.22200000000004
23,2023-10-01,22:47:12,S2,25699,32612,18,423.65000000000003
23,2023-10-02,08:46:18,S1,12354,33339,62,302.635
23,2023-10-02,20:35:10,S2,23870,25932,95,387.36
23,2023-10-03,00:08:07,S1,43476,6312,18,507.084
23,2023-10-03,13:56:19,S2,20656,12693,37,285.388
23,2023-10-04,04:00:23,S1,36831,15243,20,470.113
23,2023-10-04,17:23:12,S2,35025,13491,28,444.839
23,2023-10-05,08:25:17,S1,31607,30194,31,474.65299999999996
23,2023-10-05,13:11:39,S2,29776,27058,94,454.568
23,2023-10-06,03:08:45,S1,25666,8964,9,319.982
23,2023-10-06,19:16:20,S2,31302,29440,90,480.08200000000005
23,2023-10-07,05:54:03,S1,48625,14359,39,600.1109999999999
23,2023-10-07,21:43:18,S2,40687,26702,77,569.765
23,2023-10-08,11:39:27,S1,32870,45383,45,564.615
23,2023-10-08,20:21:44,S2,29482,48411,77,552.275
23,2023-10-09,11:32:35,S1,6711,40563,55,280.925
23,2023-10-09,15:15:31,S2,24483,30153,13,398.19500000000005
23,2023-10-10,08:15:14,S1,41278,11438,77,515.21
23,2023-10-10,19:36:35,S2,35477,38885,79,564.9949999999999
23,2023-10-11,05:53:39,S1,47089,39242,100,694.947
23,2023-10-11,14:47:34,S2,40197,27221,51,561.2510000000001
23,2023-10-12,02:49:33,S1,11648,21098,12,224.37000000000003
23,2023-10-12,12:05:31,S2,49878,36639,66,708.4140000000001
23,2023-10-13,01:34:22,S1,28157,21138,90,412.279
23,2023-10-13,23:08:24,S2,40894,6483,79,491.56600000000003
23,2023-10-14,11:49:39,S1,43467,24907,34,584.5649999999999
23,2023-10-14,16:47:37,S2,17077,27891,48,319.82500000000005
23,2023-10-15,09:47:33,S1,21705,35905,58,408.17500000000007
23,2023-10-15,17:16:15,S2,10517,2172,71,138.575
23,2023-10-16,04:10:08,S1,38514,48045,75,640.365
23,2023-10-16,16:08:04,S2,41993,30997,32,592.3109999999999
23,2023-10-17,01:18:19,S1,43263,8953,5,512.7049999999999
23,2023-10-17,18:17:03,S2,40003,34188,99,596.585
23,2023-10-18,08:08:57,S1,49158,32537,92,689.286
23,2023-10-18,17:56:41,S2,23011,30136,10,382.79
23,2023-10-19,07:46:25,S1,18737,34715,18,364.5450000000001
23,2023-10-19,19:07:27,S2,24032,42563,65,466.135
23,2023-10-20,11:55:10,S1,14062,44021,94,379.52500000000003
23,2023-10-20,12:51:05,S2,24125,19225,88,359.875
23,2023-10-21,09:51:31,S1,45477,16564,50,576.503
23,2023-10-21,15:59:27,S2,31678,22315,13,440.31800000000004
23,2023-10-22,10:28:56,S1,9359,34514,33,272.76
23,2023-10-22,21:43:11,S2,38098,44800,82,621.38
23,2023-10-23,08:20:02,S1,11954,7637,29,167.84200000000004
23,2023-10-23,22:17:28,S2,38762,40842,86,609.0300000000001
23,2023-10-24,07:33:09,S1,25082,38626,10,445.95
23,2023-10-24,19:44:15,S2,26222,17847,21,364.03000000000003
23,2023-10-25,05:02:30,S1,12300,30161,88,291.40500000000003
23,2023-10-25,13:28:33,S2,34973,21471,97,489.987
23,2023-10-26,03:06:37,S1,571,12995,72,85.085
23,2023-10-26,17:48:38,S2,21246,658,73,250.938
23,2023-10-27,06:43:56,S1,35301,15495,11,452.491
23,2023-10-27,23:42:13,S2,1384,45317,70,254.425
23,2023-10-28,07:45:42,S1,16369,9669,57,230.135
23,2023-10-28,19:30:58,S2,44577,47705,58,695.895
23,2023-10-29,04:28:52,S1,47208,3984,93,553.8240000000001
23,2023-10-29,21:23:14,S2,14913,3049,17,179.639
23,2023-10-30,06:00:49,S1,28048,47160,65,529.28
23,2023-10-30,14:11:25,S2,6234,38867,58,268.27500000000003
23,2023-10-31,01:05:24,S1,10005,16396,88,199.63
23,2023-10-31,20:47:34,S2,1951,16643,99,122.525
24,2023-10-01,04:45:37,S1,13757,46203,72,382.985
24,2023-10-01,19:05:50,S2,30875,25049,28,445.42100000000005
24,2023-10-02,10:09:19,S1,13111,33210,71,311.36
24,2023-10-02,22:15:51,S2,33754,10459,29,418.93000000000006
24,2023-10-03,01:03:00,S1,12930,1241,90,165.19400000000002
24,2023-10-03,20:46:55,S2,41716,49155,90,680.9350000000001
24,2023-10-04,02:38:26,S1,14418,22970,34,265.83000000000004
24,2023-10-04,19:04:54,S2,6328,39164,31,265.3
24,2023-10-05,04:20:56,S1,28214,6359,82,352.19
24,2023-10-05,23:50:01,S2,14436,35974,44,333.03000000000003
24,2023-10-06,01:24:27,S1,45273,44475,47,685.303
24,2023-10-06,14:44:47,S2,35266,8933,55,434.6580000000001
24,2023-10-07,02:59:40,S1,31319,771,78,363.19300000000004
24,2023-10-07,19:32:25,S2,19219,46677,68,439.175
24,2023-10-08,01:54:43,S1,39120,36906,91,596.1440000000001
24,2023-10-08,23:42:33,S2,42261,2104,31,479.48699999999997
24,2023-10-09,09:42:58,S1,24942,15330,51,345.88200000000006
24,2023-10-09,14:11:20,S2,20957,18142,39,310.895
24,2023-10-10,11:04:09,S1,12708,13103,2,192.995
24,2023-10-10,22:35:22,S2,18110,10847,97,261.998
24,2023-10-11,06:48:39,S1,14065,4693,1,173.687
24,2023-10-11,15:06:19,S2,23396,9403,68,308.56800000000004
24,2023-10-12,08:43:16,S1,19672,19635,23,299.532
24,2023-10-12,18:12:35,S2,43477,13081,56,541.771
24,2023-10-13,05:11:09,S1,32327,29232,47,481.92499999999995
24,2023-10-13,18:26:06,S2,6214,35339,8,240.43499999999997
24,2023-10-14,06:45:28,S1,9475,23698,73,227.84
24,2023-10-14,15:16:08,S2,40545,13490,48,509.555
24,2023-10-15,00:09:06,S1,30024,38460,90,510.54
24,2023-10-15,12:47:20,S2,43983,17349,92,571.609
24,2023-10-16,09:37:09,S1,34129,23541,35,476.583
24,2023-10-16,12:23:55,S2,11617,31897,42,284.055
24,2023-10-17,00:27:48,S1,36029,10087,17,440.067
24,2023-10-17,12:13:33,S2,40059,17298,84,526.6410000000001
24,2023-10-18,00:03:54,S1,3408,20385,18,139.605
24,2023-10-18,15:17:27,S2,17212,324,67,204.02800000000002
24,2023-10-19,00:26:00,S1,46767,28626,69,642.7409999999999
24,2023-10-19,20:24:18,S2,17104,20852,31,281.5
24,2023-10-20,09:44:58,S1,31796,33715,32,492.93499999999995
24,2023-10-20,21:00:27,S2,27067,9089,27,339.493
24,2023-10-21,08:44:12,S1,31060,23671,92,454.744
24,2023-10-21,14:11:55,S2,44574,9551,14,531.318
24,2023-10-22,04:30:55,S1,39293,17522,100,522.311
24,2023-10-22,23:19:52,S2,31216,19309,5,421.612
24,2023-10-23,05:31:06,S1,26283,18036,20,365.257
24,2023-10-23,12:24:43,S2,41159,10774,3,496.44500000000005
24,2023-10-24,08:30:51,S1,31498,39839,4,514.9749999999999
24,2023-10-24,18:51:41,S2,35672,45288,97,602.5600000000001
24,2023-10-25,00:15:45,S1,14789,30464,36,307.41
24,2023-10-25,15:28:16,S2,36412,2233,96,428.664
24,2023-10-26,00:04:35,S1,21159,24832,99,355.55
24,2023-10-26,15:02:01,S2,42093,19608,28,547.0550000000001
24,2023-10-27,06:26:15,S1,32030,31084,76,491.86600000000004
24,2023-10-27,15:19:22,S2,3080,27801,91,188.005
24,2023-10-28,11:44:36,S1,5581,6588,30,94.75
24,2023-10-28,18:30:55,S2,16542,14492,19,243.73000000000005
24,2023-10-29,10:18:13,S1,30065,48753,81,560.6150000000001
24,2023-10-29,14:07:42,S2,39458,18868,31,515.7099999999999
24,2023-10-30,09:24:08,S1,2480,2573,69,51.465
24,2023-10-30,14:00:00,S2,9999,18133,74,205.45500000000004
24,2023-10-31,05:54:36,S1,27071,39370,89,485.35999999999996
24,2023-10-31,13:30:42,S2,11624,48737,19,363.725
25,2023-10-01,08:58:12,S1,17452,17026,17,263.47599999999994
25,2023-10-01,23:06:21,S2,7585,19642,96,193.26
25,2023-10-02,10:19:32,S1,13909,42669,16,355.635
25,2023-10-02,14:32:22,S2,35868,26153,90,517.1600000000001
25,2023-10-03,01:38:36,S1,28779,27035,41,432.90900000000005
25,2023-10-03,15:12:13,S2,35719,13632,22,451.837
25,2023-10-04,09:33:26,S1,25441,21226,54,375.55499999999995
25,2023-10-04,17:20:19,S2,2720,32606,34,197.03
25,2023-10-05,07:58:17,S1,32889,19554,89,457.79499999999996
25,2023-10-05,16:01:19,S2,39330,4243,98,469.202
25,2023-10-06,08:57:53,S1,22997,23251,33,352.82500000000005
25,2023-10-06,15:21:00,S2,48666,44686,30,720.07
25,2023-10-07,08:20:32,S1,22921,5668,94,293.603
25,2023-10-07,17:37:52,S2,2072,10012,77,86.18
25,2023-10-08,07:16:36,S1,15246,14872,38,234.79399999999998
25,2023-10-08,16:55:54,S2,10687,46603,87,357.28499999999997
25,2023-10-09,10:22:43,S1,10557,7398,47,155.119
25,2023-10-09,16:20:00,S2,19199,4119,46,236.865
25,2023-10-10,09:40:22,S1,19735,27680,9,337.55
25,2023-10-10,16:12:28,S2,32085,13274,84,422.831
25,2023-10-11,02:20:38,S1,30204,13668,57,398.316
25,2023-10-11,19:02:48,S2,25263,25445,1,380.055
25,2023-10-12,02:55:36,S1,26808,47713,94,525.4449999999999
25,2023-10-12,13:04:48,S2,49074,46170,70,738.494
25,2023-10-13,03:09:35,S1,8110,49619,48,338.795
25,2023-10-13,14:58:41,S2,36912,36549,16,555.4280000000001
25,2023-10-14,00:58:11,S1,7424,18209,81,181.48499999999999
25,2023-10-14,12:53:31,S2,16262,3383,21,196.61399999999998
25,2023-10-15,08:50:42,S1,2774,20328,23,133.98
25,2023-10-15,18:08:06,S2,41358,1490,8,462.498
25,2023-10-16,10:30:03,S1,22015,26840,67,367.75
25,2023-10-16,23:48:49,S2,12698,17752,84,232.54000000000002
25,2023-10-17,02:05:41,S1,41016,16442,77,532.3439999999999
25,2023-10-17,21:27:18,S2,8990,41258,83,312.79
25,2023-10-18,11:23:50,S1,31294,42511,52,535.895
25,2023-10-18,14:40:27,S2,39768,7864,19,472.704
25,2023-10-19,02:06:36,S1,15443,16854,82,255.1
25,2023-10-19,13:31:24,S2,36230,36461,80,560.605
25,2023-10-20,02:12:42,S1,47162,22725,53,620.282
25,2023-10-20,23:33:11,S2,33480,9522,97,425.76800000000003
25,2023-10-21,02:15:27,S1,9017,17021,63,187.875
25,2023-10-21,23:20:46,S2,41260,10389,55,506.416
25,2023-10-22,06:20:14,S1,17864,7269,31,231.78
25,2023-10-22,17:25:35,S2,21870,44978,72,457.99
25,2023-10-23,00:42:31,S1,6498,45005,70,304.005
25,2023-10-23,15:45:36,S2,29775,41264,65,517.0699999999999
25,2023-10-24,11:48:29,S1,10733,32418,42,277.82
25,2023-10-24,18:46:00,S2,776,42243,50,228.975
25,2023-10-25,02:56:00,S1,37050,38272,68,575.46
25,2023-10-25,23:58:38,S2,6679,9753,45,124.555
25,2023-10-26,01:40:58,S1,41577,39454,36,622.363
25,2023-10-26,16:18:43,S2,25264,19716,79,372.56800000000004
25,2023-10-27,03:41:26,S1,24130,21311,34,357.47400000000005
25,2023-10-27,13:01:17,S2,26850,27663,21,411.015
25,2023-10-28,04:01:43,S1,15066,47712,44,398.02000000000004
25,2023-10-28,15:44:39,S2,33150,25983,57,479.9819999999999
25,2023-10-29,09:05:48,S1,23928,20434,19,348.744
25,2023-10-29,16:24:37,S2,5811,15750,18,140.46
25,2023-10-30,03:40:45,S1,31121,22793,70,447.50299999999993
25,2023-10-30,16:28:09,S2,20859,45606,69,450.42
25,2023-10-31,11:27:07,S1,13753,26248,35,275.77
25,2023-10-31,22:27:49,S2,19148,13934,95,285.36400000000003
26,2023-10-01,03:14:29,S1,19946,39650,54,408.51000000000005
26,2023-10-01,12:29:22,S2,28313,26782,77,433.97099999999995
26,2023-10-02,07:30:16,S1,35757,34545,25,536.507
26,2023-10-02,22:25:29,S2,48884,23653,71,646.5360000000001
26,2023-10-03,11:06:46,S1,1771,26811,45,160.76500000000001
26,2023-10-03,21:40:33,S2,41539,31234,77,597.2649999999999
26,2023-10-04,09:43:45,S1,10632,5401,38,146.156
26,2023-10-04,15:25:50,S2,34206,20653,95,477.878
26,2023-10-05,09:49:05,S1,13013,41645,76,353.555
26,2023-10-05,22:42:16,S2,10261,19118,80,214.2
26,2023-10-06,04:40:29,S1,10952,43406,49,336.35
26,2023-10-06,20:24:15,S2,30710,34504,19,483.42
26,2023-10-07,00:35:15,S1,3386,831,13,43.17
26,2023-10-07,19:28:01,S2,22047,16095,67,320.29699999999997
26,2023-10-08,10:44:12,S1,4697,10300,90,116.47
26,2023-10-08,14:00:49,S2,21525,19435,79,330.315
26,2023-10-09,04:29:34,S1,37856,49856,50,637.84
26,2023-10-09,17:16:01,S2,40767,20362,12,532.285
26,2023-10-10,07:18:29,S1,14515,6739,44,195.42100000000002
26,2023-10-10,17:49:17,S2,11649,24455,72,253.16500000000002
26,2023-10-11,07:21:35,S1,1047,10789,46,73.61500000000001
26,2023-10-11,18:06:37,S2,13181,20151,17,235.965
26,2023-10-12,06:28:52,S1,38179,15874,88,501.06500000000005
26,2023-10-12,20:13:16,S2,22978,5133,37,280.68999999999994
26,2023-10-13,09:45:52,S1,4953,15230,69,139.48000000000002
26,2023-10-13,19:20:46,S2,27244,31770,84,448.09
26,2023-10-14,10:47:57,S1,6010,33924,76,244.92
26,2023-10-14,19:42:48,S2,35903,38693,63,565.095
26,2023-10-15,03:01:53,S1,2486,46950,93,278.21000000000004
26,2023-10-15,12:32:36,S2,633,16066,17,90.06
26,2023-10-16,04:50:01,S1,31458,18282,97,438.566
26,2023-10-16,23:31:20,S2,19958,3740,87,251.898
26,2023-10-17,06:45:42,S1,19014,48181,73,445.64500000000004
26,2023-10-17,16:44:49,S2,12736,35484,6,305.98
26,2023-10-18,10:28:37,S1,10736,28244,89,266.38
26,2023-10-18,18:34:05,S2,14203,35386,19,322.76000000000005
26,2023-10-19,11:29:05,S1,12782,7983,46,181.734
26,2023-10-19,15:50:26,S2,10873,17088,12,196.57000000000002
26,2023-10-20,00:29:05,S1,11716,24756,89,258.74
26,2023-10-20,15:32:09,S2,22292,12095,41,301.79200000000003
26,2023-10-21,07:47:59,S1,21461,1717,24,247.73900000000003
26,2023-10-21,16:56:44,S2,23518,12679,63,322.014
26,2023-10-22,03:49:34,S1,15875,46786,53,403.28000000000003
26,2023-10-22,12:49:17,S2,43603,7603,3,510.64500000000004
26,2023-10-23,07:29:28,S1,22973,26217,62,373.21500000000003
26,2023-10-23,23:36:39,S2,11328,14152,68,197.64000000000001
26,2023-10-24,11:21:17,S1,28061,27176,83,433.975
26,2023-10-24,14:37:45,S2,42600,9008,89,522.432
26,2023-10-25,03:24:48,S1,25564,8918,28,322.47600000000006
26,2023-10-25,15:19:43,S2,18959,38335,93,399.865
26,2023-10-26,03:00:01,S1,34049,30549,99,516.535
26,2023-10-26,19:51:19,S2,36049,42332,23,576.75
26,2023-10-27,03:55:39,S1,39109,23410,77,539.239
26,2023-10-27,16:16:54,S2,17736,18127,10,269.995
26,2023-10-28,03:52:56,S1,30103,25467,95,452.00100000000003
26,2023-10-28,18:22:12,S2,33736,1726,37,385.4
26,2023-10-29,05:31:04,S1,30902,46548,11,543.96
26,2023-10-29,16:15:46,S2,6763,4173,92,109.48500000000001
26,2023-10-30,11:46:38,S1,40866,3640,79,479.886
26,2023-10-30,12:01:53,S2,15519,24595,49,287.96500000000003
26,2023-10-31,01:16:28,S1,7433,595,37,91.54299999999999
26,2023-10-31,16:15:49,S2,31660,30055,10,470.48
27,2023-10-01,06:59:05,S1,8928,18393,72,195.645
27,2023-10-01,21:24:59,S2,32782,26346,100,485.98599999999993
27,2023-10-02,04:07:42,S1,1477,25976,82,161.05
27,2023-10-02,17:12:31,S2,46241,41452,99,694.259
27,2023-10-03,10:10:47,S1,10071,2444,59,132.357
27,2023-10-03,23:19:49,S2,27726,43778,9,497.95
27,2023-10-04,02:20:31,S1,42590,33857,39,611.718
27,2023-10-04,19:21:59,S2,28653,12531,92,383.70700000000005
27,2023-10-05,02:29:26,S1,9683,19138,81,208.71999999999997
27,2023-10-05,12:17:07,S2,33071,45819,92,578.2049999999999
27,2023-10-06,08:26:58,S1,49825,15682,42,619.203
27,2023-10-06,22:50:19,S2,4593,33677,23,218.915
27,2023-10-07,05:48:58,S1,37027,36983,43,563.829
27,2023-10-07,16:04:03,S2,42062,10101,21,507.286
27,2023-10-08,09:13:46,S1,29900,2661,87,356.94399999999996
27,2023-10-08,14:01:28,S2,38146,44443,96,622.875
27,2023-10-09,00:50:17,S1,45262,11396,81,559.666
27,2023-10-09,19:28:19,S2,32823,49771,16,580.2850000000001
27,2023-10-10,00:56:26,S1,34370,1711,75,399.914
27,2023-10-10,20:44:13,S2,42350,2500,36,483.05
27,2023-10-11,07:33:29,S1,36879,22997,1,497.857
27,2023-10-11,19:18:12,S2,49689,30496,94,687.3629999999999
27,2023-10-12,07:40:08,S1,38772,39606,78,601.35
27,2023-10-12,23:19:32,S2,4581,36408,17,231.25
27,2023-10-13,04:59:08,S1,30306,41967,50,522.895
27,2023-10-13,20:04:20,S2,48979,6740,13,568.3290000000001
27,2023-10-14,02:51:00,S1,638,32140,83,183.68
27,2023-10-14,18:54:01,S2,45551,28645,81,631.841
27,2023-10-15,11:52:33,S1,49983,7097,59,590.0009999999999
27,2023-10-15,14:48:16,S2,4657,25153,50,182.335
27,2023-10-16,02:35:14,S1,47702,13444,98,598.0980000000001
27,2023-10-16,20:10:39,S2,43046,29164,75,605.1619999999999
27,2023-10-17,06:57:25,S1,22194,29990,86,389.09
27,2023-10-17,16:36:33,S2,13190,12165,26,198.95000000000002
27,2023-10-18,01:04:34,S1,12773,33813,92,315.195
27,2023-10-18,13:46:59,S2,10324,24722,31,233.05
27,2023-10-19,09:39:16,S1,15833,48597,24,406.11500000000007
27,2023-10-19,14:01:18,S2,31312,36483,75,510.53499999999997
27,2023-10-20,01:43:25,S1,18678,8084,5,238.79399999999998
27,2023-10-20,20:59:49,S2,12606,36176,90,324.94
27,2023-10-21,04:49:45,S1,16910,412,62,200.058
27,2023-10-21,15:37:39,S2,26857,46002,22,502.97999999999996
27,2023-10-22,10:22:16,S1,40882,45670,51,647.37
27,2023-10-22,18:12:23,S2,29521,6853,95,371.143
27,2023-10-23,09:27:08,S1,1158,33037,86,193.965
27,2023-10-23,17:59:20,S2,46745,25962,86,635.243
27,2023-10-24,00:38:39,S1,33966,6001,84,414.43
27,2023-10-24,19:36:33,S2,18893,44243,52,420.54499999999996
27,2023-10-25,07:42:19,S1,18403,5979,77,241.74900000000002
27,2023-10-25,23:42:24,S2,13677,25532,66,277.63
27,2023-10-26,03:31:12,S1,3266,23490,54,160.91000000000003
27,2023-10-26,14:10:11,S2,44840,21083,6,578.772
27,2023-10-27,03:14:05,S1,34674,32752,36,519.6220000000001
27,2023-10-27,17:38:07,S2,44170,38480,15,642.7900000000001
27,2023-10-28,01:59:36,S1,42302,28168,82,594.394
27,2023-10-28,22:20:41,S2,30256,47617,95,559.645
27,2023-10-29,06:59:21,S1,37084,25000,93,526.524
27,2023-10-29,17:58:16,S2,18768,46905,34,429.00500000000005
27,2023-10-30,11:17:21,S1,26062,35636,98,458.40000000000003
27,2023-10-30,14:52:49,S2,41442,1141,100,480.426
27,2023-10-31,07:49:05,S1,24687,43635,16,468.245
27,2023-10-31,23:14:44,S2,21377,9092,5,272.51500000000004
28,2023-10-01,01:56:28,S1,12972,21687,6,239.355
28,2023-10-01,22:47:27,S2,43622,30485,2,602.182
28,2023-10-02,08:26:32,S1,19991,41388,14,409.65000000000003
28,2023-10-02,12:57:11,S2,7068,19055,92,184.35500000000002
28,2023-10-03,09:30:30,S1,32384,13801,30,417.42800000000005
28,2023-10-03,18:15:55,S2,2385,45282,69,264.06
28,2023-10-04,07:46:34,S1,19870,8336,83,268.514
28,2023-10-04,12:17:50,S2,31172,29605,32,467.712
28,2023-10-05,06:16:34,S1,37573,29053,90,547.515
28,2023-10-05,21:44:52,S2,36859,22026,40,501.55300000000005
28,2023-10-06,01:15:18,S1,32064,3087,85,382.05199999999996
28,2023-10-06,17:58:54,S2,43784,1732,63,501.1520000000001
28,2023-10-07,00:27:31,S1,15000,42715,98,383.17500000000007
28,2023-10-07,22:35:39,S2,44045,1111,41,497.139
28,2023-10-08,04:09:02,S1,11482,41117,97,339.805
28,2023-10-08,22:14:56,S2,28367,49244,55,540.89
28,2023-10-09,07:20:33,S1,22557,42970,84,457.21999999999997
28,2023-10-09,14:46:11,S2,12968,29214,14,278.55
28,2023-10-10,05:13:57,S1,48122,4350,92,565.142
28,2023-10-10,12:07:03,S2,5250,29923,95,221.115
28,2023-10-11,09:37:55,S1,32538,5706,49,390.542
28,2023-10-11,21:54:53,S2,48057,11347,49,583.8149999999999
28,2023-10-12,08:05:40,S1,23126,17401,43,332.59000000000003
28,2023-10-12,21:19:56,S2,8611,15988,53,176.65
28,2023-10-13,02:51:31,S1,27250,8007,9,333.57800000000003
28,2023-10-13,16:49:29,S2,41648,16314,66,536.584
28,2023-10-14,09:56:40,S1,20175,15269,4,283.80100000000004
28,2023-10-14,21:11:16,S2,9787,11723,34,163.28500000000003
28,2023-10-15,06:04:39,S1,11354,6197,28,155.282
28,2023-10-15,22:30:56,S2,28880,34501,7,462.705
28,2023-10-16,03:58:26,S1,44392,42002,69,670.12
28,2023-10-16,23:41:19,S2,29993,16559,3,396.75900000000007
28,2023-10-17,02:39:12,S1,4187,44290,80,279.32
28,2023-10-17,19:41:05,S2,41758,27403,93,587.5500000000001
28,2023-10-18,07:57:46,S1,23198,48718,98,495.1700000000001
28,2023-10-18,22:28:48,S2,35354,8002,91,439.102
28,2023-10-19,04:30:59,S1,10150,19927,44,209.935
28,2023-10-19,13:24:17,S2,17977,44549,66,415.715
28,2023-10-20,06:03:58,S1,49204,20166,16,625.1080000000001
28,2023-10-20,21:03:53,S2,38139,4612,60,449.977
28,2023-10-21,00:09:29,S1,6385,299,27,76.831
28,2023-10-21,14:32:50,S2,40475,9541,22,487.789
